Time,Open,High,Low,Close,Volume
2023.12.13 12:24,36610.12,36615.05,36610.12,36614.06,29
2023.12.13 12:23,36610.12,36610.61,36609.13,36610.61,32
2023.12.13 12:22,36611.59,36612.08,36609.62,36610.61,18
2023.12.13 12:21,36612.08,36613.07,36610.6,36612.57,19
2023.12.13 12:20,36611.58,36612.57,36611.09,36612.57,27
2023.12.13 12:19,36613.05,36613.55,36610.6,36610.6,19
2023.12.13 12:18,36611.57,36613.55,36611.57,36613.55,31
2023.12.13 12:17,36615.51,36615.51,36611.57,36612.06,29
2023.12.13 12:16,36621.41,36621.9,36614.52,36615.01,45
2023.12.13 12:15,36622.88,36624.36,36619.93,36620.91,40
2023.12.13 12:14,36622.38,36624.84,36621.4,36622.39,24
2023.12.13 12:13,36620.9,36622.87,36620.41,36621.89,42
2023.12.13 12:12,36621.88,36622.38,36620.9,36621.39,12
2023.12.13 12:11,36617.45,36621.88,36615.48,36621.39,24
2023.12.13 12:10,36617.44,36618.43,36616.46,36616.96,20
2023.12.13 12:09,36616.95,36617.93,36615.96,36616.46,20
2023.12.13 12:08,36616.45,36617.44,36615.47,36616.46,19
2023.12.13 12:07,36616.94,36616.94,36614.97,36615.96,23
2023.12.13 12:06,36613,36616.45,36612.01,36616.45,33
2023.12.13 12:05,36618.9,36618.9,36612.5,36612.5,25
2023.12.13 12:04,36619.88,36620.87,36617.42,36619.39,32
2023.12.13 12:03,36625.29,36625.29,36620.37,36620.37,30
2023.12.13 12:02,36625.78,36626.27,36625.28,36625.78,17
2023.12.13 12:01,36626.26,36626.26,36623.31,36625.28,26
2023.12.13 12:00,36625.77,36628.23,36624.78,36626.76,55
2023.12.13 11:59,36625.27,36627.24,36624.78,36626.26,37
2023.12.13 11:58,36626.74,36628.71,36625.76,36625.76,29
2023.12.13 11:57,36626.74,36627.23,36625.26,36625.76,38
2023.12.13 11:56,36631.66,36631.66,36626.74,36627.23,23
2023.12.13 11:55,36630.67,36632.15,36630.67,36631.65,20
2023.12.13 11:54,36633.62,36634.6,36631.16,36631.16,33
2023.12.13 11:53,36632.13,36635.09,36631.64,36633.61,37
2023.12.13 11:52,36631.15,36631.64,36628.19,36631.64,17
2023.12.13 11:51,36634.59,36634.59,36630.16,36630.65,34
2023.12.13 11:50,36632.12,36634.09,36630.15,36634.09,29
2023.12.13 11:49,36628.18,36631.63,36628.18,36631.14,15
2023.12.13 11:48,36624.24,36627.69,36624.24,36627.69,36
2023.12.13 11:47,36619.8,36623.75,36619.31,36623.25,45
2023.12.13 11:46,36622.26,36622.75,36618.33,36619.31,43
2023.12.13 11:45,36628.16,36628.16,36622.26,36622.75,28
2023.12.13 11:44,36630.13,36630.13,36626.19,36627.18,37
2023.12.13 11:43,36631.6,36632.09,36629.63,36629.63,20
2023.12.13 11:42,36627.17,36633.07,36625.69,36631.11,39
2023.12.13 11:41,36626.67,36628.15,36626.67,36627.66,27
2023.12.13 11:40,36627.65,36628.63,36625.19,36627.16,32
2023.12.13 11:39,36630.6,36631.09,36627.15,36628.14,22
2023.12.13 11:38,36634.53,36634.53,36630.1,36631.09,26
2023.12.13 11:37,36636.49,36637.48,36634.04,36634.04,27
2023.12.13 11:36,36636.49,36636.98,36635.51,36636,41
2023.12.13 11:35,36634.52,36637.96,36634.52,36636,32
2023.12.13 11:34,36632.05,36635.99,36632.05,36635.01,19
2023.12.13 11:33,36634.02,36634.02,36632.05,36632.54,32
2023.12.13 11:32,36632.54,36635,36632.04,36633.52,37
2023.12.13 11:31,36628.59,36633.52,36627.12,36633.03,30
2023.12.13 11:30,36629.57,36633.02,36628.1,36628.1,29
2023.12.13 11:29,36631.54,36632.03,36629.08,36629.08,23
2023.12.13 11:28,36634.49,36634.98,36631.05,36632.03,34
2023.12.13 11:27,36633.99,36633.99,36632.02,36633.99,37
2023.12.13 11:26,36631.53,36633.5,36630.05,36633.5,34
2023.12.13 11:25,36635.46,36635.46,36630.54,36631.03,38
2023.12.13 11:24,36634.96,36637.42,36633.49,36634.97,46
2023.12.13 11:23,36634.96,36638.9,36634.47,36635.45,47
2023.12.13 11:22,36633.97,36634.46,36633.97,36634.46,2
2023.12.13 11:16,36625.58,36627.05,36625.09,36626.07,22
2023.12.13 11:15,36627.54,36629.02,36624.59,36626.07,41
2023.12.13 11:14,36625.57,36627.05,36623.6,36627.05,40
2023.12.13 11:13,36623.59,36626.06,36623.59,36625.08,33
2023.12.13 11:12,36625.07,36625.56,36623.1,36624.09,32
2023.12.13 11:11,36626.54,36627.03,36623.59,36626.05,46
2023.12.13 11:10,36628.01,36628.51,36626.05,36626.05,26
2023.12.13 11:09,36628.5,36629.49,36628.5,36628.5,23
2023.12.13 11:08,36632.92,36634.4,36628.5,36628.99,36
2023.12.13 11:07,36628.98,36632.92,36628.98,36632.43,29
2023.12.13 11:06,36626.52,36629.97,36626.52,36629.47,21
2023.12.13 11:05,36627.99,36628.48,36626.02,36626.03,34
2023.12.13 11:04,36630.45,36631.43,36627,36627.5,34
2023.12.13 11:03,36630.44,36630.44,36627.98,36629.95,41
2023.12.13 11:02,36634.87,36634.87,36628.96,36630.93,44
2023.12.13 11:01,36638.8,36639.79,36636.34,36636.34,38
2023.12.13 11:00,36642.24,36643.22,36639.29,36639.78,62
2023.12.13 10:59,36633.87,36642.73,36633.87,36642.73,28
2023.12.13 10:58,36633.86,36634.85,36631.9,36634.36,41
2023.12.13 10:57,36631.4,36633.86,36631.4,36633.37,23
2023.12.13 10:56,36631.4,36632.87,36629.92,36630.91,19
2023.12.13 10:55,36630.9,36632.87,36629.92,36630.9,38
2023.12.13 10:54,36626.96,36631.39,36625.97,36631.39,35
2023.12.13 10:53,36627.45,36628.93,36625.97,36626.47,24
2023.12.13 10:52,36628.92,36628.92,36627.44,36627.94,21
2023.12.13 10:51,36630.88,36631.37,36628.42,36628.43,18
2023.12.13 10:50,36633.34,36633.83,36630.88,36631.87,30
2023.12.13 10:49,36634.81,36635.8,36632.35,36632.85,40
2023.12.13 10:48,36632.35,36636.28,36631.36,36634.32,45
2023.12.13 10:47,36631.85,36632.84,36629.88,36631.85,29
2023.12.13 10:46,36631.35,36631.85,36629.39,36631.36,44
2023.12.13 10:45,36631.35,36632.83,36630.36,36631.84,48
2023.12.13 10:44,36634.3,36636.27,36630.85,36630.86,53
2023.12.13 10:43,36636.26,36637.74,36634.29,36634.79,37
2023.12.13 10:42,36634.78,36636.75,36632.81,36636.75,31
2023.12.13 10:41,36636.74,36636.74,36632.81,36635.27,43
2023.12.13 10:40,36634.77,36637.24,36633.79,36637.24,22
2023.12.13 10:39,36632.8,36638.21,36632.31,36635.76,51
2023.12.13 10:38,36636.73,36638.7,36631.32,36633.29,46
2023.12.13 10:37,36638.7,36640.67,36636.73,36637.22,52
2023.12.13 10:36,36640.17,36641.15,36637.71,36639.68,35
2023.12.13 10:35,36637.7,36640.66,36637.7,36640.66,28
2023.12.13 10:34,36637.21,36638.68,36636.72,36638.19,27
2023.12.13 10:33,36632.77,36637.21,36632.77,36636.71,43
2023.12.13 10:32,36629.82,36633.76,36629.82,36633.26,36
2023.12.13 10:31,36627.35,36630.31,36627.35,36629.81,27
2023.12.13 10:30,36624.89,36627.84,36621.93,36627.84,35
2023.12.13 10:29,36623.9,36625.87,36621.93,36624.39,42
2023.12.13 10:28,36621.92,36624.39,36621.92,36623.4,27
2023.12.13 10:27,36625.36,36625.36,36620.45,36620.94,36
2023.12.13 10:26,36631.33,36633.3,36625.86,36625.86,52
2023.12.13 10:25,36630.34,36631.82,36626.41,36631.82,43
2023.12.13 10:24,36628.86,36631.82,36627.88,36631.33,39
2023.12.13 10:23,36630.33,36632.8,36629.35,36629.35,35
2023.12.13 10:22,36631.81,36633.28,36628.86,36630.83,42
2023.12.13 10:21,36629.83,36632.3,36628.36,36632.3,38
2023.12.13 10:20,36630.32,36630.82,36627.37,36629.34,47
2023.12.13 10:19,36631.3,36633.27,36629.83,36630.81,48
2023.12.13 10:18,36622.09,36632.78,36622.09,36631.79,40
2023.12.13 10:17,36616.67,36622.58,36616.18,36622.58,52
2023.12.13 10:16,36619.12,36619.12,36614.7,36617.16,34
2023.12.13 10:15,36617.64,36619.12,36614.69,36618.14,36
2023.12.13 10:14,36614.69,36618.14,36614.2,36618.14,48
2023.12.13 10:13,36615.67,36615.67,36612.72,36614.19,41
2023.12.13 10:12,36617.14,36617.63,36613.7,36616.16,36
2023.12.13 10:11,36616.13,36619.11,36616.13,36617.63,52
2023.12.13 10:10,36617.61,36619.58,36615.64,36615.64,57
2023.12.13 10:09,36615.63,36619.08,36615.63,36617.11,48
2023.12.13 10:08,36606.77,36615.14,36606.28,36615.14,55
2023.12.13 10:07,36608.24,36608.74,36604.31,36606.28,54
2023.12.13 10:06,36610.21,36613.65,36607.26,36607.26,80
2023.12.13 10:05,36610.2,36615.62,36609.22,36610.7,49
2023.12.13 10:04,36609.71,36611.18,36608.23,36609.71,60
2023.12.13 10:03,36613.15,36613.15,36607.24,36609.21,59
2023.12.13 10:02,36611.17,36618.07,36611.17,36613.64,63
2023.12.13 10:01,36607.73,36615.11,36607.73,36611.67,77
2023.12.13 10:00,36603.29,36609.2,36600.34,36607.23,98
2023.12.13 09:59,36601.32,36604.28,36599.36,36604.28,46
2023.12.13 09:58,36601.32,36601.81,36600.33,36600.34,13
2023.12.13 09:57,36603.28,36603.77,36601.81,36601.81,37
2023.12.13 09:56,36603.27,36604.26,36602.29,36602.79,23
2023.12.13 09:55,36602.78,36603.27,36601.8,36602.78,19
2023.12.13 09:54,36603.76,36604.75,36602.28,36603.27,16
2023.12.13 09:53,36601.79,36604.25,36600.31,36604.25,36
2023.12.13 09:52,36605.72,36605.72,36601.29,36602.28,20
2023.12.13 09:51,36607.68,36607.68,36604.24,36605.23,26
2023.12.13 09:50,36609.15,36609.16,36607.19,36607.19,17
2023.12.13 09:49,36613.58,36614.07,36608.66,36608.66,25
2023.12.13 09:48,36617.51,36619.97,36613.09,36613.09,18
2023.12.13 09:47,36617.01,36618.99,36616.03,36617.02,28
2023.12.13 09:46,36614.06,36617.5,36614.06,36616.52,24
2023.12.13 09:45,36613.56,36614.05,36612.09,36613.57,14
2023.12.13 09:44,36611.59,36614.05,36611.59,36614.05,14
2023.12.13 09:43,36612.57,36613.06,36612.08,36612.08,14
2023.12.13 09:42,36611.58,36613.55,36611.58,36613.06,20
2023.12.13 09:41,36611.58,36612.07,36611.08,36611.09,13
2023.12.13 09:40,36609.11,36612.56,36609.11,36611.08,23
2023.12.13 09:39,36611.08,36611.57,36608.62,36609.6,16
2023.12.13 09:38,36610.09,36612.55,36609.1,36611.07,26
2023.12.13 09:37,36612.54,36613.03,36610.58,36610.58,21
2023.12.13 09:36,36614.51,36615,36612.05,36613.03,18
2023.12.13 09:35,36615.98,36616.47,36614.01,36615,27
2023.12.13 09:34,36616.47,36616.47,36614.99,36616.47,34
2023.12.13 09:33,36615.97,36615.97,36614.5,36615.97,10
2023.12.13 09:32,36616.95,36617.93,36615.48,36615.48,21
2023.12.13 09:31,36617.93,36617.93,36615.47,36617.44,28
2023.12.13 09:30,36621.37,36621.37,36616.94,36617.44,38
2023.12.13 09:29,36620.87,36621.86,36619.89,36621.86,17
2023.12.13 09:28,36620.38,36622.35,36619.4,36620.38,40
2023.12.13 09:27,36618.4,36620.37,36618.4,36619.88,24
2023.12.13 09:26,36616.43,36618.9,36615.94,36617.91,19
2023.12.13 09:25,36616.92,36617.9,36614.95,36616.92,20
2023.12.13 09:24,36616.42,36617.9,36615.93,36617.41,21
2023.12.13 09:23,36614.94,36616.91,36614.94,36615.93,14
2023.12.13 09:22,36613.46,36613.96,36612.97,36613.96,10
2023.12.13 09:21,36611.98,36613.95,36611.98,36613.95,10
2023.12.13 09:20,36611.98,36612.47,36611.49,36611.49,6
2023.12.13 09:19,36612.96,36613.45,36611.97,36612.47,11
2023.12.13 09:18,36612.95,36613.45,36611.97,36612.46,10
2023.12.13 09:17,36612.95,36613.94,36612.46,36613.44,13
2023.12.13 09:16,36615.2,36615.2,36611.96,36613.93,15
2023.12.13 09:15,36613.72,36616.67,36613.72,36614.71,16
2023.12.13 09:14,36616.17,36617.65,36613.72,36614.21,23
2023.12.13 09:13,36618.14,36618.63,36615.68,36616.67,25
2023.12.13 09:12,36620.1,36621.58,36617.65,36618.63,22
2023.12.13 09:11,36621.57,36622.56,36619.61,36619.61,34
2023.12.13 09:10,36620.59,36621.57,36619.6,36620.59,20
2023.12.13 09:09,36619.6,36622.55,36619.6,36621.08,23
2023.12.13 09:08,36616.64,36619.6,36616.64,36619.11,11
2023.12.13 09:07,36615.65,36617.62,36614.67,36616.15,27
2023.12.13 09:06,36612.7,36616.63,36612.7,36615.16,35
2023.12.13 09:05,36609.74,36612.69,36609.74,36612.69,23
2023.12.13 09:04,36605.3,36609.74,36605.3,36609.25,39
2023.12.13 09:03,36605.3,36606.29,36604.32,36605.8,18
2023.12.13 09:02,36607.26,36608.74,36605.79,36606.28,19
2023.12.13 09:01,36606.77,36607.26,36604.8,36606.77,44
2023.12.13 09:00,36609.92,36610.9,36605.29,36607.75,31
2023.12.13 08:59,36610.1,36610.11,36608.63,36610.11,17
2023.12.13 08:58,36611.58,36611.58,36610.1,36610.6,9
2023.12.13 08:57,36607.14,36610.59,36607.14,36610.59,12
2023.12.13 08:56,36607.63,36608.62,36605.67,36606.65,11
2023.12.13 08:55,36606.64,36608.61,36606.64,36607.14,9
2023.12.13 08:54,36608.61,36608.61,36606.64,36607.13,13
2023.12.13 08:53,36607.62,36608.6,36607.62,36608.11,8
2023.12.13 08:52,36609.58,36609.58,36607.62,36608.11,20
2023.12.13 08:51,36608.1,36609.09,36606.63,36608.6,21
2023.12.13 08:50,36607.6,36608.59,36607.11,36608.59,16
2023.12.13 08:49,36608.09,36608.09,36606.62,36607.11,11
2023.12.13 08:48,36609.56,36609.57,36606.61,36607.6,12
2023.12.13 08:47,36612.51,36612.51,36609.07,36609.07,7
2023.12.13 08:46,36613.49,36614.48,36613.49,36613.5,6
2023.12.13 08:45,36612.01,36613.98,36611.52,36613.98,23
2023.12.13 08:44,36612.99,36612.99,36611.52,36612.5,15
2023.12.13 08:43,36614.47,36614.47,36612.5,36612.5,3
2023.12.13 08:42,36615.44,36615.44,36614.46,36614.46,6
2023.12.13 08:41,36613.47,36615.44,36613.47,36614.95,25
2023.12.13 08:40,36613.47,36613.47,36612.97,36612.98,6
2023.12.13 08:39,36611.99,36613.47,36611.49,36612.97,9
2023.12.13 08:38,36611.98,36612.48,36611.49,36611.49,9
2023.12.13 08:37,36610.01,36612.47,36610.01,36612.47,23
2023.12.13 08:36,36610,36610.5,36609.02,36610.5,13
2023.12.13 08:35,36608.03,36609.51,36608.03,36609.51,13
2023.12.13 08:34,36610,36610,36608.03,36608.52,6
2023.12.13 08:33,36611.96,36612.45,36609.5,36610.49,11
2023.12.13 08:32,36609.5,36613.43,36609.5,36611.47,26
2023.12.13 08:31,36609,36609.99,36609,36609.99,6
2023.12.13 08:30,36610.47,36611.95,36608.01,36608.51,22
2023.12.13 08:29,36610.96,36611.45,36609.98,36609.98,25
2023.12.13 08:28,36611.94,36611.94,36609.97,36611.45,19
2023.12.13 08:27,36612.92,36613.41,36611.45,36611.45,14
2023.12.13 08:26,36613.9,36613.9,36612.42,36612.43,7
2023.12.13 08:25,36613.9,36613.9,36613.4,36613.41,4
2023.12.13 08:24,36613.4,36614.39,36613.4,36614.39,5
2023.12.13 08:23,36614.87,36615.36,36613.39,36613.89,12
2023.12.13 08:22,36612.9,36614.38,36612.4,36614.38,14
2023.12.13 08:21,36617.83,36618.32,36612.4,36612.4,20
2023.12.13 08:20,36619.82,36620.81,36616.84,36618.32,14
2023.12.13 08:19,36622.28,36622.28,36619.33,36619.33,7
2023.12.13 08:18,36623.75,36624.74,36622.77,36622.77,11
2023.12.13 08:17,36623.73,36624.25,36622.75,36624.25,17
2023.12.13 08:16,36622.25,36624.23,36622.25,36624.23,16
2023.12.13 08:15,36621.26,36624.22,36620.28,36623.24,21
2023.12.13 08:14,36619.78,36620.77,36619.78,36620.77,3
2023.12.13 08:13,36619.78,36620.27,36619.29,36619.29,12
2023.12.13 08:12,36617.31,36620.27,36617.31,36619.29,15
2023.12.13 08:11,36616.82,36617.8,36615.84,36616.82,21
2023.12.13 08:10,36617.31,36617.31,36615.83,36617.31,16
2023.12.13 08:09,36618.29,36618.29,36616.32,36616.81,9
2023.12.13 08:08,36619.27,36619.27,36617.79,36618.28,14
2023.12.13 08:07,36620.24,36620.25,36619.26,36619.26,6
2023.12.13 08:06,36619.75,36619.75,36619.75,36619.75,1
2023.12.13 08:05,36619.74,36620.73,36619.25,36620.24,8
2023.12.13 08:04,36619.74,36621.22,36618.27,36620.24,21
2023.12.13 08:03,36622.2,36622.2,36619.74,36620.23,13
2023.12.13 08:02,36620.72,36622.2,36620.72,36621.7,17
2023.12.13 08:01,36621.7,36622.19,36619.73,36621.21,33
2023.12.13 08:00,36621.2,36622.68,36620.21,36622.19,37
2023.12.13 07:59,36619.72,36622.18,36618.73,36621.69,24
2023.12.13 07:58,36620.7,36621.19,36619.22,36620.21,18
2023.12.13 07:57,36621.68,36621.68,36619.71,36620.21,19
2023.12.13 07:56,36620.69,36623.15,36620.69,36622.17,11
2023.12.13 07:55,36620.69,36621.18,36619.21,36621.18,22
2023.12.13 07:54,36619.7,36621.18,36618.22,36621.18,11
2023.12.13 07:53,36621.66,36621.66,36619.2,36620.19,22
2023.12.13 07:52,36620.67,36621.17,36620.18,36621.17,24
2023.12.13 07:51,36623.62,36623.62,36621.16,36621.16,10
2023.12.13 07:50,36624.11,36624.11,36623.62,36624.11,9
2023.12.13 07:49,36625.09,36625.09,36624.1,36625.09,8
2023.12.13 07:48,36624.59,36625.09,36624.1,36624.6,9
2023.12.13 07:47,36623.6,36625.08,36623.6,36625.08,6
2023.12.13 07:46,36623.6,36624.1,36623.11,36624.1,5
2023.12.13 07:45,36624.09,36624.58,36624.09,36624.09,7
2023.12.13 07:44,36624.08,36625.07,36624.08,36624.58,8
2023.12.13 07:43,36623.59,36623.59,36623.09,36623.1,5
2023.12.13 07:42,36623.58,36624.08,36623.09,36624.08,15
2023.12.13 07:41,36624.56,36625.06,36623.09,36624.07,21
2023.12.13 07:40,36624.07,36624.07,36623.08,36624.07,14
2023.12.13 07:39,36625.54,36625.54,36623.57,36624.06,10
2023.12.13 07:38,36627.99,36628,36626.03,36626.03,7
2023.12.13 07:37,36628.48,36628.98,36627.5,36627.5,21
2023.12.13 07:36,36627.49,36627.99,36627,36627.99,14
2023.12.13 07:35,36627.98,36627.98,36627,36627,6
2023.12.13 07:34,36627.48,36627.98,36626.99,36627,11
2023.12.13 07:33,36626.99,36627.98,36626.01,36627.98,14
2023.12.13 07:32,36621.55,36626.99,36621.55,36626.5,27
2023.12.13 07:31,36622.04,36623.03,36622.04,36622.05,11
2023.12.13 07:30,36622.04,36623.02,36621.05,36621.55,15
2023.12.13 07:29,36618.04,36619.52,36618.04,36618.54,14
2023.12.13 07:28,36618.53,36619.02,36618.04,36618.53,11
2023.12.13 07:27,36619.01,36619.51,36618.52,36619.51,14
2023.12.13 07:26,36620.98,36621.47,36618.52,36618.52,9
2023.12.13 07:25,36620.97,36620.98,36620.48,36620.49,5
2023.12.13 07:24,36620.97,36620.97,36620.48,36620.48,10
2023.12.13 07:23,36621.46,36622.44,36620.48,36621.46,10
2023.12.13 07:22,36621.95,36623.43,36621.95,36622.44,8
2023.12.13 07:21,36621.94,36623.42,36621.45,36622.44,12
2023.12.13 07:20,36621.94,36622.43,36621.94,36622.43,22
2023.12.13 07:19,36619.96,36622.43,36619.47,36622.43,18
2023.12.13 07:18,36620.94,36621.44,36619.47,36619.47,10
2023.12.13 07:17,36619.96,36621.44,36618.97,36621.44,18
2023.12.13 07:16,36619.46,36620.45,36619.46,36619.46,7
2023.12.13 07:15,36618.47,36620.44,36618.47,36619.95,22
2023.12.13 07:14,36619.45,36619.95,36618.47,36619.45,19
2023.12.13 07:13,36617.48,36618.47,36616.99,36618.47,7
2023.12.13 07:12,36616,36617.48,36616,36616.49,8
2023.12.13 07:11,36615.99,36616.49,36615.5,36616.49,7
2023.12.13 07:10,36615.99,36616.48,36615.5,36615.5,12
2023.12.13 07:09,36616.97,36616.97,36615.5,36615.5,7
2023.12.13 07:08,36616.96,36617.46,36615.49,36616.48,26
2023.12.13 07:07,36618.44,36618.44,36616.47,36616.47,19
2023.12.13 07:06,36616.96,36619.42,36616.46,36619.42,24
2023.12.13 07:05,36617.44,36618.43,36616.46,36617.45,28
2023.12.13 07:04,36618.91,36619.41,36617.44,36617.93,25
2023.12.13 07:03,36619.89,36619.89,36618.42,36618.42,8
2023.12.13 07:01,36616.93,36619.4,36616.93,36619.4,17
2023.12.13 07:00,36616.93,36617.92,36616.44,36617.43,31
2023.12.13 06:59,36615.94,36616.44,36615.45,36616.44,18
2023.12.13 06:58,36615.94,36616.43,36615.44,36616.43,14
2023.12.13 06:57,36617.41,36617.41,36614.95,36615.44,22
2023.12.13 06:56,36617.4,36617.4,36615.93,36616.92,8
2023.12.13 06:55,36617.89,36617.89,36615.93,36616.42,15
2023.12.13 06:54,36617.89,36619.37,36617.89,36618.38,20
2023.12.13 06:53,36615.91,36618.38,36615.42,36617.39,14
2023.12.13 06:52,36615.42,36616.41,36615.42,36616.41,5
2023.12.13 06:51,36614.92,36615.91,36614.92,36614.93,10
2023.12.13 06:50,36614.43,36615.41,36614.43,36615.41,7
2023.12.13 06:49,36612.95,36615.41,36612.95,36614.42,7
2023.12.13 06:48,36611.46,36611.96,36611.46,36611.96,5
2023.12.13 06:47,36609.98,36612.45,36609.98,36611.96,6
2023.12.13 06:46,36609.98,36610.48,36609.49,36610.48,8
2023.12.13 06:45,36608.99,36610.47,36608.5,36609.49,23
2023.12.13 06:44,36609.97,36609.97,36609.48,36609.48,4
2023.12.13 06:43,36610.95,36610.95,36610.46,36610.46,4
2023.12.13 06:42,36609.47,36610.95,36609.47,36610.46,11
2023.12.13 06:41,36609.47,36612.42,36609.47,36610.45,18
2023.12.13 06:40,36607.99,36610.45,36607.49,36609.96,23
2023.12.13 06:39,36607,36607.49,36606.51,36607.49,15
2023.12.13 06:38,36606.99,36607.49,36606.99,36607.49,2
2023.12.13 06:37,36606.5,36606.5,36606,36606.5,3
2023.12.13 06:36,36602.55,36606.5,36602.55,36606,14
2023.12.13 06:35,36603.54,36603.54,36602.55,36603.54,4
2023.12.13 06:34,36603.53,36603.53,36603.53,36603.53,1
2023.12.13 06:33,36605.99,36606.48,36604.51,36604.51,7
2023.12.13 06:32,36606.48,36606.48,36605.99,36606.48,3
2023.12.13 06:31,36607.45,36607.45,36606.47,36606.47,9
2023.12.13 06:30,36607.45,36607.95,36606.96,36607.95,11
2023.12.13 06:29,36605.48,36607.45,36605.48,36606.46,13
2023.12.13 06:28,36607.44,36607.44,36606.46,36606.46,5
2023.12.13 06:27,36607.44,36607.44,36606.45,36606.95,14
2023.12.13 06:26,36607.92,36607.92,36606.45,36606.94,10
2023.12.13 06:25,36607.92,36608.42,36607.92,36608.42,2
2023.12.13 06:24,36607.43,36608.41,36607.43,36607.43,8
2023.12.13 06:23,36608.4,36608.4,36606.44,36607.42,8
2023.12.13 06:22,36607.41,36607.91,36606.93,36607.42,7
2023.12.13 06:21,36608.89,36609.38,36607.41,36607.91,13
2023.12.13 06:20,36610.36,36610.36,36608.39,36609.38,24
2023.12.13 06:19,36608.39,36609.37,36607.89,36609.37,13
2023.12.13 06:18,36611.33,36611.33,36607.4,36608.38,14
2023.12.13 06:17,36613.3,36613.3,36609.86,36610.84,15
2023.12.13 06:15,36614.28,36614.28,36614.28,36614.28,1
2023.12.13 06:14,36613.29,36614.27,36613.29,36614.27,5
2023.12.13 06:13,36613.77,36613.78,36613.28,36613.28,8
2023.12.13 06:12,36612.29,36613.28,36612.29,36613.28,4
2023.12.13 06:11,36613.27,36613.76,36611.8,36613.28,17
2023.12.13 06:10,36613.27,36613.76,36613.27,36613.76,6
2023.12.13 06:09,36612.28,36613.27,36612.28,36612.77,6
2023.12.13 06:08,36612.27,36612.27,36611.29,36611.78,8
2023.12.13 06:07,36611.29,36612.27,36611.29,36611.78,15
2023.12.13 06:06,36613.25,36613.25,36612.27,36612.27,8
2023.12.13 06:05,36612.75,36613.25,36612.26,36612.76,7
2023.12.13 06:04,36613.24,36613.24,36612.75,36613.24,5
2023.12.13 06:03,36614.22,36614.22,36612.25,36612.75,10
2023.12.13 06:02,36614.71,36615.2,36614.22,36614.71,6
2023.12.13 06:01,36615.69,36615.69,36614.21,36615.2,9
2023.12.13 06:00,36613.72,36615.69,36613.22,36615.2,24
2023.12.13 05:59,36613.71,36614.21,36613.22,36613.22,15
2023.12.13 05:58,36613.71,36614.2,36613.22,36613.22,3
2023.12.13 05:57,36614.19,36614.69,36614.19,36614.2,4
2023.12.13 05:56,36616.16,36616.65,36615.17,36615.18,13
2023.12.13 05:55,36616.65,36617.14,36616.15,36616.65,10
2023.12.13 05:54,36615.17,36616.15,36615.17,36616.15,10
2023.12.13 05:53,36614.67,36615.16,36614.18,36615.16,5
2023.12.13 05:52,36615.65,36615.65,36615.16,36615.16,12
2023.12.13 05:51,36615.64,36615.64,36614.17,36615.16,13
2023.12.13 05:50,36612.69,36615.15,36612.69,36615.15,8
